"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"181","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","140","11","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"182","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","147","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"183","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","147","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"184","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","154","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"185","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","154","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"186","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueableTest.cls","79","16","UnusedLocalVariable","Variable 'jobId' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"187","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueableTest.cls","96","16","UnusedLocalVariable","Variable 'jobId' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"188","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueableTest.cls","171","12","UnusedLocalVariable","Variable 'jobId' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"189","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","5","21","StdCyclomaticComplexity","The class 'FlowAnalysisService' has a Standard Cyclomatic Complexity of 8 (Highest = 37).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"190","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","5","21","CognitiveComplexity","The class 'FlowAnalysisService' has a total cognitive complexity of 216 (highest 96), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"191","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","5","21","CyclomaticComplexity","The class 'FlowAnalysisService' has a total cyclomatic complexity of 148 (highest 47).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"192","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","17","19","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"193","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"194","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"195","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","StdCyclomaticComplexity","The method 'callPromptTemplate' has a Standard Cyclomatic Complexity of 10.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"196","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","NcssMethodCount","The method 'callPromptTemplate()' has an NCSS line count of 51 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"197","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","CognitiveComplexity","The method 'callPromptTemplate(String, Map<String, Object>)' has a cognitive complexity of 20, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"198","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","58","20","CyclomaticComplexity","The method 'callPromptTemplate(String, Map<String, Object>)' has a cyclomatic complexity of 17.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"199","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","153","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"200","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","153","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"201","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","197","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"202","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","197","20","StdCyclomaticComplexity","The method 'parseAndUpdateAnalysis' has a Standard Cyclomatic Complexity of 13.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"203","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","197","20","NcssMethodCount","The method 'parseAndUpdateAnalysis()' has an NCSS line count of 41 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"204","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","197","20","CognitiveComplexity","The method 'parseAndUpdateAnalysis(Flow_Analysis__c, String)' has a cognitive complexity of 26, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"205","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","197","20","CyclomaticComplexity","The method 'parseAndUpdateAnalysis(Flow_Analysis__c, String)' has a cyclomatic complexity of 14.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"206","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","272","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"207","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","272","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"208","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","273","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"209","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","273","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"210","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","303","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"211","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","303","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"212","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","304","28","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"213","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","304","28","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"214","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","309","33","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"215","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","309","33","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"216","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","310","33","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"217","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","310","33","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"218","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","317","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"219","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","317","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"220","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","318","27","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"221","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","318","27","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"222","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"223","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"224","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","StdCyclomaticComplexity","The method 'calculateStatusFromCategories' has a Standard Cyclomatic Complexity of 17.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"225","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","NcssMethodCount","The method 'calculateStatusFromCategories()' has an NCSS line count of 62 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"226","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","CognitiveComplexity","The method 'calculateStatusFromCategories(Map<String, Object>)' has a cognitive complexity of 35, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"227","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","330","20","CyclomaticComplexity","The method 'calculateStatusFromCategories(Map<String, Object>)' has a cyclomatic complexity of 22.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"228","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","354","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"229","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","354","60","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"230","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","354","60","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"231","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","355","26","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"232","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","355","67","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"233","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","355","67","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"234","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","356","26","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"235","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","361","33","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"236","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","361","33","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"237","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","362","53","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"238","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","362","53","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"239","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","367","57","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"240","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","367","57","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"241","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","377","90","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"242","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","377","90","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"243","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","378","99","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"244","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","378","99","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"245","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","379","22","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"246","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","388","37","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"247","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","388","37","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"248","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","389","37","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"249","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","389","37","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"250","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","396","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"251","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","396","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"252","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","398","57","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"253","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","398","57","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"254","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","406","40","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"255","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","406","40","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"256","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","407","46","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"257","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","407","46","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"258","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","418","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"259","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","418","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"260","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","419","27","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"261","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","419","27","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"262","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","426","17","UnusedLocalVariable","Variable 'partialCount' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"263","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","429","74","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"264","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","429","74","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"265","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","430","74","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"266","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","430","74","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"267","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","433","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"268","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","433","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"269","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","434","33","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"270","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","434","33","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"271","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","441","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"272","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","441","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"273","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","442","27","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
